week_end,btc_close,btc_ret_1w,btc_vol_1w,btc_volume_1w,etf_net_1w,etf_cum,etf_mom_4w,etf_net_ibit,etf_net_fbtc,etf_net_arkb,etf_net_bitb,etf_net_gbtc,etf_net_hodl,etf_net_btco,etf_net_ezbc,etf_net_brrr,etf_net_btcw,etf_days_pos,opt_oi_total,opt_pcr_oi,opt_pcr_vol,opt_gex_net,opt_gamma_flip,opt_skew_25d_30d,opt_maxpain_front,opt_dvol,opt_term_slope,avail_date_etf,quality_flags
2025-12-26,87369.56,-0.008706678493716757,0.04225793701607481,75421.59386,-782.0,56606.500000000015,-270.05,-435.3,-110.7,-31.299999999999997,-54.0,-72.8,-41.6,0.0,-5.1,0.0,0.0,0.0,,,,,,,,,,2025-12-29,
2026-01-02,89995.13,0.030051313066015384,0.0731450050823473,77151.90497999999,459.0,57065.500000000015,-133.375,324.19999999999993,105.8,33.099999999999994,41.6,-53.699999999999996,6.500000000000001,-5.9,7.9,0.0,0.0,2.0,,,,,,,,,,2026-01-05,
2026-01-09,90641.28,0.007179832953183141,0.1128869534205538,102703.5718,-680.9,56384.60000000001,-375.25,25.899999999999977,-481.2,-45.4,-3.4000000000000004,-171.79999999999998,-20.7,15.0,13.6,7.2,1.9,1.0,,,,,,,,,,2026-01-12,
2026-01-16,95550.94,0.054165828196600874,0.13308815602106913,103536.27322999999,1416.6,57801.20000000001,103.17500000000001,1034.9,194.39999999999998,42.5,79.6,-1.5999999999999943,24.8,0.0,5.6,3.0,3.0,4.0,,,,,,,,,,2026-01-19,
2026-01-23,89600.26,-0.062277566290818376,0.13451714813213017,92840.33095999999,-1324.1000000000001,56477.10000000001,-32.35000000000002,-537.5,-451.5,-76.2,-66.3,-172.10000000000002,-6.299999999999999,0.0,-10.4,-3.8,0.0,0.0,,,,,,,,,,2026-01-26,
2026-01-30,84260.49,-0.059595474388132286,0.17844053182767375,129504.1213,-1487.7,54989.400000000016,-519.0250000000001,-947.1999999999999,-191.5,-78.5,-112.5,-119.4,-3.5,-8.4,0.0,0.0,2.8,1.0,,,,,,,,,,2026-02-02,
2026-02-06,70580.26,-0.16235640215242053,0.5879483847060358,383494.47636,-318.1,54671.30000000002,-428.32500000000005,-115.1,-166.79999999999998,-8.900000000000006,86.2,-173.8,30.200000000000003,17.1,-8.600000000000001,0.0,3.3,2.0,,,,,,,,,,2026-02-09,
2026-02-13,68853.96,-0.024458680089871954,0.16415685338849928,188437.04958,-359.99999999999994,54311.30000000002,-872.475,-234.8,-124.69999999999999,-19.400000000000006,-29.8,-77.0,3.9999999999999996,-6.8,2.3,2.1000000000000005,14.0,3.0,,,,,,,,,,2026-02-16,
2026-02-20,68020.01,-0.012111866913682379,0.10731088923987354,137796.24974,-315.90000000000003,53995.400000000016,-620.425,-303.5,-19.6,-8.3,-10.3,-8.5,0.0,0.0,0.0,-1.7,0.0,1.0,,,,,,,,,,2026-02-23,
2026-02-27,65872.1,-0.03157761958576588,0.23160592852158982,145103.07635,787.4,54782.80000000002,-51.64999999999995,503.0,33.5,19.29999999999999,68.3,89.4,34.8,3.3,1.9,0.0,0.0,3.0,,,,,,,,,,2026-03-02,
2026-03-06,68114.02,0.03403443946678486,0.2719207786105426,196872.67704,568.5,55351.30000000002,170.00000000000006,660.0,-153.0,-6.900000000000002,-24.2,-35.0,10.3,15.299999999999999,22.5,17.0,16.5,3.0,,,,,,,,,,2026-03-09,
2026-03-13,70930.0,0.04134214953103621,0.1377157469294553,181055.53342,763.4,56114.70000000002,450.85,600.1,147.5,6.799999999999999,9.299999999999999,-25.9,14.4,0.0,0.0,-4.1,0.0,5.0,,,,,,,,,,2026-03-16,
2026-03-20,70510.73,-0.005911039052587164,0.16721630607884447,143864.21753,93.10000000000001,56207.80000000002,553.1,190.60000000000002,-50.00000000000001,-15.799999999999999,-21.4,-24.3,-0.09999999999999964,0.0,6.199999999999999,3.2,0.0,2.0,,,,,,,,,,2026-03-23,
2026-03-27,66407.28,-0.05819610717404289,0.20579436388374792,144422.12185999998,-296.3,55911.500000000015,282.17500000000007,-158.0,46.900000000000006,-50.1,-68.30000000000001,-51.0,-10.3,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,2026-03-30,
2026-04-03,66964.3,0.008387935780534983,0.09194035337479534,112626.85105,22.200000000000017,55933.70000000001,145.60000000000005,16.400000000000006,-26.2,34.1,-3.8,-13.3,4.7,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,2026-04-03,
2026-04-10,72962.7,0.08957608755710122,0.13291161754115188,118472.83144,833.2,56766.90000000001,163.05000000000007,612.1,151.70000000000002,18.29999999999999,25.0,-53.0,-13.799999999999999,0.0,2.1,2.3,0.0,3.0,,,,,,,,,,2026-04-13,
2026-04-17,77072.0,0.05632055831267224,0.1843073614345418,130761.66894,996.5,57763.40000000001,388.9000000000001,906.0999999999999,-103.79999999999998,98.5,54.1,-79.7,6.6,3.9,0.0,0.0,0.0,4.0,,,,,,,,,,2026-04-20,
2026-04-24,77437.13,0.004737518164833032,0.14507958387054937,101801.09895,823.7,58587.100000000006,668.9000000000001,732.6,24.900000000000002,59.60000000000001,-13.799999999999999,-59.0,-5.9,0.0,0.0,5.8,6.3,5.0,,,,,,,,,,2026-04-27,
2026-05-01,78231.13,0.010253479177237068,0.10701410018265907,88883.53513999999,162.79999999999995,58749.90000000001,704.0500000000001,136.59999999999997,48.5,50.10000000000001,1.9000000000000021,-73.60000000000001,-10.8,-4.9,-6.5,0.0,0.0,2.0,,,,,,,,,,2026-05-04,
2026-05-08,80193.17,0.025080041666277753,0.08073127457810697,107521.69805,631.5999999999999,59381.50000000001,653.65,596.3,52.19999999999999,53.099999999999994,-10.6,-62.3,-10.899999999999999,-10.0,-7.1,0.0,0.0,3.0,,,,,,,,,,2026-05-11,
2026-05-15,79113.21,-0.013466982287893003,0.1300602556378609,96809.9532,-995.5,58386.00000000001,155.65,-317.1,-259.0,-324.2,-46.8,-92.80000000000001,12.1,1.5999999999999996,-21.0,0.0,0.0,2.0,,,,,,,,,,2026-05-18,
2026-05-22,75539.5,-0.04517210210532485,0.08253167082285384,84232.8235,-1256.3,57129.700000000004,-364.34999999999997,-1008.1,-111.5,-106.8,-9.2,0.0,-7.6,-3.8,-6.6,-3.8,0.0,0.0,,,,,,,,,,2026-05-25,
2026-05-29,73460.78,-0.027518318230859373,0.09395796771301032,104949.22446,-1415.6,55714.100000000006,-758.9499999999999,-966.3,-169.1,-24.7,-46.3,-175.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2026-06-01,
2026-06-05,61056.47,-0.1688562250496115,0.1936880987736977,200023.92414000002,-1722.0,53992.100000000006,-1347.35,-1337.2,-201.9,-49.7,-15.6,-144.3,4.2,-12.6,0.0,0.0,0.0,1.0,,,,,,,,,,2026-06-08,
2026-06-12,63580.01,0.041331246303626834,0.16043937724704369,140874.01437,-319.3,53672.8,-1178.3,-355.0,55.7,39.1,6.2,-87.9,-13.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,2026-06-15,
2026-06-19,63543.91,-0.0005677885234682822,0.12331770249496511,106257.30911,-227.5,53445.3,-921.0999999999999,-44.7,9.600000000000001,-50.1,0.0,-156.3,-14.6,-6.4,-5.8,0.0,0.0,1.0,,,,,,,,,,2026-06-19,
2026-06-26,60082.01,-0.05448043722836704,0.11977814110692593,141593.32617000001,-1342.8000000000002,52102.5,-902.9000000000001,-859.0,-314.9,-37.8,-34.6,-135.3,-6.3999999999999995,-53.0,-3.0999999999999996,0.0,3.4,0.0,340279.5,0.5847082969110996,1.0220448359920988,-26958244.421230618,56000.0,-8.935720743616706,60500.0,45.51,-1.7799999999999976,2026-06-26,
